ON,1456172990,2016-02-22 21:29:50,226.0,MOBILE,Free,48.8320967,2.3630019,500.0,fused
OFF,1456173216,2016-02-22 21:33:36,86.0,NOT_CON,NO-INFO,48.8331641,2.3364722,87.475,fused
ON,1456173302,2016-02-22 21:35:02,117.0,MOBILE,Free,48.8347178,2.3323362,1460.0,fused
OFF,1456173419,2016-02-22 21:36:59,27.0,NOT_CON,NO-INFO,48.8342805,2.3329323,42.0,fused
ON-OFF,1456173446,2016-02-22 21:37:26,278.0,NOT_CON,NO-INFO,48.8342805,2.3329323,42.0,fused
OFF-ON,1456173724,2016-02-22 21:42:04,58.0,MOBILE,Free,48.8300545,2.3351474,51.0,fused
ON,1456173782,2016-02-22 21:43:02,120.9909999370575,MOBILE,Free,48.8243555,2.3375449,40.5,fused
OFF,1456214987,2016-02-23 09:09:47,0,NO_INFO,NO_INFO,0.0,0.0,0.0,NO_INFO
ON,1456214987,2016-02-23 09:09:47,6.0,MOBILE,Free,0.0,0.0,0.0,NO_INFO
OFF,1456214993,2016-02-23 09:09:53,12.0,NOT_CON,NO-INFO,48.8204496,2.3385173,20.998,fused
ON-OFF,1456215005,2016-02-23 09:10:05,109.0,NOT_CON,NO-INFO,48.8204496,2.3385173,20.998,fused
OFF-ON,1456215114,2016-02-23 09:11:54,59.0,MOBILE,Free,48.8233634,2.340296,24.0,fused
ON,1456215173,2016-02-23 09:12:53,114.0,MOBILE,Free,48.8290685,2.3357128,117.901,fused
OFF,1456215287,2016-02-23 09:14:47,427.0,NOT_CON,NO-INFO,48.8340399,2.3330286,304.501,fused
ON,1456215714,2016-02-23 09:21:54,105.0,MOBILE,Free,48.8311245,2.3439774,46.5,fused
OFF,1456215819,2016-02-23 09:23:39,168.0,NOT_CON,NO-INFO,48.8307484,2.3520065,500.0,fused
ON,1456215987,2016-02-23 09:26:27,248.0,MOBILE,Free,48.8329863,2.362266,34.5,fused
OFF,1456216235,2016-02-23 09:30:35,110.0,NOT_CON,NO-INFO,48.8610028,2.3220793,36.0,fused
ON,1456216345,2016-02-23 09:32:25,6.859999895095825,MOBILE,Free,48.8391925,2.3891162,87.481,fused
OFF,1456387710,2016-02-25 09:08:30,0,NO_INFO,NO_INFO,0.0,0.0,0.0,NO_INFO
ON,1456387710,2016-02-25 09:08:30,12.0,MOBILE,Free,0.0,0.0,0.0,NO_INFO
OFF,1456387722,2016-02-25 09:08:42,54.0,NOT_CON,NO-INFO,48.8204858,2.3385082,30.0,fused
ON,1456387776,2016-02-25 09:09:36,181.0,MOBILE,Free,48.8207576,2.3387398,37.5,fused
OFF-ON,1456387957,2016-02-25 09:12:37,281.0,MOBILE,Free,48.8331258,2.3332148,39.0,fused
ON,1456388238,2016-02-25 09:17:18,74.0,MOBILE,Free,48.8314373,2.3428312,30.0,fused
OFF-ON,1456388312,2016-02-25 09:18:32,179.0,MOBILE,Free,48.8297318,2.3506093,30.69,fused
ON,1456388491,2016-02-25 09:21:31,241.0,MOBILE,Free,48.8330101,2.3625765,40.5,fused
OFF,1456388732,2016-02-25 09:25:32,59.0,NOT_CON,NO-INFO,48.8400733,2.378714,248.628,fused
ON,1456388791,2016-02-25 09:26:31,26.0,MOBILE,Free,48.8389593,2.3853374,1094.0,fused
OFF,1456388817,2016-02-25 09:26:57,33.0,NOT_CON,NO-INFO,48.8390235,2.3895933,30.0,fused
ON,1456388850,2016-02-25 09:27:30,50.819000005722046,MOBILE,Free,48.838993,2.3889404,30.0,fused
OFF,1456474205,2016-02-26 09:10:05,0,NO_INFO,NO_INFO,0.0,0.0,0.0,NO_INFO
ON,1456474205,2016-02-26 09:10:05,128.0,MOBILE,Free,0.0,0.0,0.0,NO_INFO
OFF,1456474333,2016-02-26 09:12:13,34.0,NOT_CON,NO-INFO,48.8207575,2.3387399,42.0,fused
ON,1456474367,2016-02-26 09:12:47,17.0,MOBILE,Free,48.8206745,2.337517,540.0,fused
OFF,1456474384,2016-02-26 09:13:04,6.0,NOT_CON,NO-INFO,48.8243969,2.3395495,500.0,fused
ON,1456474390,2016-02-26 09:13:10,137.0,MOBILE,Free,48.8243969,2.3395495,500.0,fused
OFF-ON,1456474527,2016-02-26 09:15:27,169.0,MOBILE,Free,48.8322344,2.3334476,45.0,fused
ON,1456474696,2016-02-26 09:18:16,548.0,MOBILE,Free,48.8347184,2.3323359,1460.0,fused
OFF,1456475244,2016-02-26 09:27:24,44.0,NOT_CON,NO-INFO,48.8394146,2.3774342,106.722,fused
ON,1456475288,2016-02-26 09:28:08,108.0,MOBILE,Free,48.8394146,2.3774342,248.916,fused
OFF,1456475396,2016-02-26 09:29:56,26.0,NOT_CON,NO-INFO,48.8388935,2.3898693,14.0,fused
ON,1456475422,2016-02-26 09:30:22,54.35599994659424,MOBILE,Free,48.8389985,2.3890751,30.0,fused
OFF,1456733532,2016-02-29 09:12:12,0,NO_INFO,NO_INFO,0.0,0.0,0.0,NO_INFO
ON,1456733532,2016-02-29 09:12:12,23.0,MOBILE,Free,0.0,0.0,0.0,NO_INFO
OFF-ON,1456733555,2016-02-29 09:12:35,43.0,MOBILE,Free,48.8206196,2.3386414,40.5,fused
ON,1456733598,2016-02-29 09:13:18,218.0,MOBILE,Free,48.8207575,2.3387399,42.0,fused
OFF,1456733816,2016-02-29 09:16:56,26.0,NOT_CON,NO-INFO,48.8325869,2.3333509,33.0,fused
ON,1456733842,2016-02-29 09:17:22,27.0,MOBILE,Free,48.8338014,2.3330572,85.5,fused
OFF,1456733869,2016-02-29 09:17:49,206.0,NOT_CON,NO-INFO,48.8342666,2.3329251,224.058,fused
ON,1456734075,2016-02-29 09:21:15,168.0,MOBILE,Free,48.8321143,2.3335331,1821.0,fused
OFF,1456734243,2016-02-29 09:24:03,117.0,NOT_CON,NO-INFO,48.8301939,2.3516603,67.979,fused
ON,1456734360,2016-02-29 09:26:00,260.0,MOBILE,Free,48.8329022,2.3583525,1178.0,fused
OFF-ON,1456734620,2016-02-29 09:30:20,144.0,MOBILE,Free,48.8403593,2.374228,500.0,fused
ON,1456734764,2016-02-29 09:32:44,27.617000102996826,MOBILE,Free,48.8391687,2.3895397,12.0,fused
OFF,1456819997,2016-03-01 09:13:17,0,NO_INFO,NO_INFO,0.0,0.0,0.0,NO_INFO
ON,1456819997,2016-03-01 09:13:17,158.0,MOBILE,Free,0.0,0.0,0.0,NO_INFO
OFF,1456820155,2016-03-01 09:15:55,10.0,NOT_CON,NO-INFO,48.8237734,2.3391384,37.5,fused
ON,1456820165,2016-03-01 09:16:05,156.0,MOBILE,Free,48.8237734,2.3391384,37.5,fused
OFF,1456820321,2016-03-01 09:18:41,70.0,NOT_CON,NO-INFO,48.8342309,2.3330087,36.0,fused
ON,1456820391,2016-03-01 09:19:51,29.0,MOBILE,Free,48.8321143,2.3335331,1821.0,fused
OFF-ON,1456820420,2016-03-01 09:20:20,51.0,MOBILE,Free,48.8321143,2.3335331,1821.0,fused
ON,1456820471,2016-03-01 09:21:11,170.0,MOBILE,Free,48.8325732,2.3382546,100.5,fused
OFF,1456820641,2016-03-01 09:24:01,23.0,NOT_CON,NO-INFO,48.8322898,2.3535385,1000.0,fused
ON-OFF,1456820664,2016-03-01 09:24:24,299.0,NOT_CON,NO-INFO,48.8322898,2.3535385,1000.0,fused
OFF,1456820963,2016-03-01 09:29:23,121.0,NOT_CON,NO-INFO,48.8393779,2.3773962,117.77,fused
ON,1456821084,2016-03-01 09:31:24,21.0,MOBILE,Free,48.8389593,2.3853374,1094.0,fused
OFF,1456821105,2016-03-01 09:31:45,33.0,NOT_CON,NO-INFO,48.8389593,2.3853374,1094.0,fused
ON,1456821138,2016-03-01 09:32:18,45.88100004196167,MOBILE,Free,48.8390806,2.3894395,78.288,fused
OFF,1456906124,2016-03-02 09:08:44,0,NO_INFO,NO_INFO,0.0,0.0,0.0,NO_INFO
ON,1456906124,2016-03-02 09:08:44,26.0,MOBILE,Free,0.0,0.0,0.0,NO_INFO
OFF,1456906150,2016-03-02 09:09:10,9.0,NOT_CON,NO-INFO,48.8204926,2.3385313,23.577,fused
ON,1456906159,2016-03-02 09:09:19,212.0,MOBILE,Free,48.8204926,2.3385313,23.577,fused
OFF-ON,1456906371,2016-03-02 09:12:51,58.0,MOBILE,Free,48.8242605,2.3369946,67.5,fused
ON,1456906429,2016-03-02 09:13:49,58.0,MOBILE,Free,48.8311643,2.3337838,39.0,fused
OFF,1456906487,2016-03-02 09:14:47,302.0,NOT_CON,NO-INFO,48.7913147,2.332081,25.0,fused
ON,1456906789,2016-03-02 09:19:49,219.0,MOBILE,Free,48.7913143,2.332081,3231.19,fused
OFF,1456907008,2016-03-02 09:23:28,102.0,NOT_CON,NO-INFO,48.8322969,2.353188,1000.0,fused
ON,1456907110,2016-03-02 09:25:10,276.0,MOBILE,Free,48.8328092,2.3619343,43.5,fused
OFF-ON,1456907386,2016-03-02 09:29:46,50.0,MOBILE,Free,48.8403522,2.3745787,600.0,fused
ON,1456907436,2016-03-02 09:30:36,8.0,MOBILE,Free,48.8403522,2.3745787,600.0,fused
OFF-ON,1456907444,2016-03-02 09:30:44,57.0,MOBILE,Free,48.8403522,2.3745787,600.0,fused
ON,1456907501,2016-03-02 09:31:41,70.33699989318848,MOBILE,Free,48.8393413,2.3891994,40.395,fused
OFF,1456992530,2016-03-03 09:08:50,0,NO_INFO,NO_INFO,0.0,0.0,0.0,NO_INFO
ON,1456992530,2016-03-03 09:08:50,127.0,MOBILE,Free,0.0,0.0,0.0,NO_INFO
OFF-ON,1456992657,2016-03-03 09:10:57,59.0,MOBILE,Free,48.8207588,2.338736,36.0,fused
ON,1456992716,2016-03-03 09:11:56,121.0,MOBILE,Free,48.8225487,2.337643,899.999,fused
OFF-ON,1456992837,2016-03-03 09:13:57,254.0,MOBILE,Free,48.8331991,2.3331746,40.5,fused
ON-OFF,1456993091,2016-03-03 09:18:11,194.0,NOT_CON,NO-INFO,48.8334153,2.3329342,1460.0,fused
OFF,1456993285,2016-03-03 09:21:25,109.0,NOT_CON,NO-INFO,48.8322969,2.353188,1000.0,fused
ON-OFF,1456993394,2016-03-03 09:23:14,223.0,NOT_CON,NO-INFO,48.8330274,2.3628267,40.5,fused
OFF-ON,1456993617,2016-03-03 09:26:57,164.23499989509583,MOBILE,Free,48.8398374,2.3782573,303.32,fused
ON,1457080069,2016-03-04 09:27:49,352.0,MOBILE,Free,0.0,0.0,0.0,NO_INFO
OFF,1457080421,2016-03-04 09:33:41,207.0,NOT_CON,NO-INFO,48.8331991,2.3331746,253.7,fused
ON,1457080628,2016-03-04 09:37:08,200.0,MOBILE,Free,48.8321148,2.3335307,1821.0,fused
OFF,1457080828,2016-03-04 09:40:28,44.0,NOT_CON,NO-INFO,48.8302089,2.3517229,272.173,fused
ON,1457080872,2016-03-04 09:41:12,46.0,MOBILE,Free,48.8302089,2.3517229,272.173,fused
OFF-ON,1457080918,2016-03-04 09:41:58,52.0,MOBILE,Free,48.8329029,2.3583517,1178.0,fused
ON,1457080970,2016-03-04 09:42:50,264.0,MOBILE,Free,48.8323767,2.3599665,20.288,fused
OFF,1457081234,2016-03-04 09:47:14,97.0,NOT_CON,NO-INFO,48.839353,2.3774137,216.178,fused
ON,1457081331,2016-03-04 09:48:51,50.0,MOBILE,Free,48.8389604,2.3853369,1094.0,fused
OFF,1457081381,2016-03-04 09:49:41,32.0,NOT_CON,NO-INFO,48.839062,2.3895141,21.23,fused
ON,1457081413,2016-03-04 09:50:13,46.71300005912781,MOBILE,Free,48.8390435,2.3893663,30.0,fused
OFF,1457596141,2016-03-10 08:49:01,0,NO_INFO,NO_INFO,0.0,0.0,0.0,NO_INFO
ON,1457596141,2016-03-10 08:49:01,69.0,MOBILE,Free,0.0,0.0,0.0,NO_INFO
OFF-ON,1457596210,2016-03-10 08:50:10,5.0,MOBILE,Free,48.8204613,2.3385151,31.5,fused
ON,1457596215,2016-03-10 08:50:15,293.0,MOBILE,Free,48.8204613,2.3385151,31.5,fused
OFF-ON,1457596508,2016-03-10 08:55:08,269.0,MOBILE,Free,48.8316375,2.3335805,48.0,fused
ON,1457596777,2016-03-10 08:59:37,207.0,MOBILE,Free,48.8330301,2.3325408,600.0,fused
OFF,1457596984,2016-03-10 09:03:04,115.0,NOT_CON,NO-INFO,48.8301135,2.3516209,226.398,fused
ON,1457597099,2016-03-10 09:04:59,244.0,MOBILE,Free,48.8320967,2.3630019,500.0,fused
OFF-ON,1457597343,2016-03-10 09:09:03,135.0,MOBILE,Free,48.8403593,2.374228,500.0,fused
ON,1457597478,2016-03-10 09:11:18,7.640000104904175,MOBILE,Free,48.8390459,2.3889818,62.253,fused
OFF,1457684264,2016-03-11 09:17:44,0,NO_INFO,NO_INFO,0.0,0.0,0.0,NO_INFO
ON,1457684264,2016-03-11 09:17:44,361.0,MOBILE,Free,0.0,0.0,0.0,NO_INFO
OFF-ON,1457684625,2016-03-11 09:23:45,183.0,MOBILE,Free,48.8325359,2.3333417,34.5,fused
ON,1457684808,2016-03-11 09:26:48,178.0,MOBILE,Free,48.8330555,2.336961,122.043,fused
OFF,1457684986,2016-03-11 09:29:46,109.0,NOT_CON,NO-INFO,48.8301743,2.3516551,185.986,fused
ON,1457685095,2016-03-11 09:31:35,132.0,MOBILE,Free,48.8330378,2.3627392,37.5,fused
OFF-ON,1457685227,2016-03-11 09:33:47,58.0,MOBILE,Free,48.8367733,2.372251,60.0,fused
ON,1457685285,2016-03-11 09:34:45,61.0,MOBILE,Free,48.8374106,2.3749576,87.0,fused
OFF-ON,1457685346,2016-03-11 09:35:46,129.0,MOBILE,Free,48.8371471,2.377472,600.0,fused
ON,1457685475,2016-03-11 09:37:55,52.51300001144409,MOBILE,Free,48.8389666,2.3853337,1096.0,fused
OFF,1457724454,2016-03-11 20:27:34,0,NO_INFO,NO_INFO,0.0,0.0,0.0,NO_INFO
ON,1457724454,2016-03-11 20:27:34,68.0,MOBILE,Free,0.0,0.0,0.0,NO_INFO
OFF-ON,1457724522,2016-03-11 20:28:42,113.0,MOBILE,Free,48.8388751,2.3851817,1097.0,fused
ON,1457724635,2016-03-11 20:30:35,245.0,MOBILE,Free,48.8373097,2.3733222,55.591,fused
OFF,1457724880,2016-03-11 20:34:40,23.0,NOT_CON,NO-INFO,48.8321039,2.3626513,500.0,fused
ON-OFF,1457724903,2016-03-11 20:35:03,184.0,NOT_CON,NO-INFO,48.8321039,2.3626513,500.0,fused
OFF-ON,1457725087,2016-03-11 20:38:07,106.0,MOBILE,Free,48.8331985,2.3365302,45.0,fused
ON,1457725193,2016-03-11 20:39:53,71.0,MOBILE,Free,48.8347118,2.3323563,1459.0,fused
OFF,1457725264,2016-03-11 20:41:04,20.0,NOT_CON,NO-INFO,48.8422105,2.3121346,411.408,fused
ON,1457725284,2016-03-11 20:41:24,457.0,MOBILE,Free,48.8422105,2.3121346,411.408,fused
OFF-ON,1457725741,2016-03-11 20:49:01,39.0,MOBILE,Free,48.8207589,2.3387363,36.0,fused
ON,1457725780,2016-03-11 20:49:40,79.8180000782013,MOBILE,Free,48.8207588,2.3387356,40.5,fused
OFF,1457944059,2016-03-14 09:27:39,0,NO_INFO,NO_INFO,0.0,0.0,0.0,NO_INFO
ON,1457944059,2016-03-14 09:27:39,125.0,MOBILE,Free,0.0,0.0,0.0,NO_INFO
OFF-ON,1457944184,2016-03-14 09:29:44,60.0,MOBILE,Free,48.8207588,2.338736,36.0,fused
ON,1457944244,2016-03-14 09:30:44,296.0,MOBILE,Free,48.8243214,2.3375705,40.5,fused
OFF-ON,1457944540,2016-03-14 09:35:40,1.0,MOBILE,Free,48.8302449,2.3348852,35.718,fused
ON,1457944541,2016-03-14 09:35:41,4.0,MOBILE,Free,48.8302449,2.3348852,35.718,fused
OFF-ON,1457944545,2016-03-14 09:35:45,233.0,MOBILE,Free,48.8302449,2.3348852,126.146,fused
ON,1457944778,2016-03-14 09:39:38,152.0,MOBILE,Free,48.8315235,2.3418764,36.875,fused
OFF,1457944930,2016-03-14 09:42:10,50.0,NOT_CON,NO-INFO,48.8319759,2.3535125,1000.0,fused
ON,1457944980,2016-03-14 09:43:00,341.0,MOBILE,Free,48.8301384,2.3515324,72.545,fused
OFF,1457945321,2016-03-14 09:48:41,94.0,NOT_CON,NO-INFO,48.8403522,2.3745787,600.0,fused
ON,1457945415,2016-03-14 09:50:15,6.388000011444092,MOBILE,Free,48.8403522,2.3745787,600.0,fused
OFF,1458030238,2016-03-15 09:23:58,0,NO_INFO,NO_INFO,0.0,0.0,0.0,NO_INFO
ON,1458030238,2016-03-15 09:23:58,34.0,MOBILE,Free,0.0,0.0,0.0,NO_INFO
OFF-ON,1458030272,2016-03-15 09:24:32,3.0,MOBILE,Free,48.8204424,2.3385326,98.793,fused
ON,1458030275,2016-03-15 09:24:35,242.0,MOBILE,Free,48.8204424,2.3385326,98.793,fused
OFF,1458030517,2016-03-15 09:28:37,253.0,NOT_CON,NO-INFO,48.8342527,2.3329057,109.891,fused
ON,1458030770,2016-03-15 09:32:50,148.0,MOBILE,Free,48.8331731,2.3365161,36.0,fused
OFF,1458030918,2016-03-15 09:35:18,94.0,NOT_CON,NO-INFO,48.8299259,2.3493207,211.138,fused
ON,1458031012,2016-03-15 09:36:52,68.0,MOBILE,Free,48.8330198,2.362321,30.0,fused
OFF-ON,1458031080,2016-03-15 09:38:00,59.0,MOBILE,Free,48.8349707,2.3680449,30.0,fused
ON,1458031139,2016-03-15 09:38:59,169.0,MOBILE,Free,48.8365342,2.3717107,30.0,fused
OFF,1458031308,2016-03-15 09:41:48,97.0,NOT_CON,NO-INFO,48.8827574,2.3673134,389.635,fused
ON,1458031405,2016-03-15 09:43:25,50.920000076293945,MOBILE,Free,48.8390327,2.3891086,66.157,fused
OFF,1458116056,2016-03-16 09:14:16,0,NO_INFO,NO_INFO,0.0,0.0,0.0,NO_INFO
ON,1458116056,2016-03-16 09:14:16,51.0,MOBILE,Free,0.0,0.0,0.0,NO_INFO
OFF-ON,1458116107,2016-03-16 09:15:07,2.0,MOBILE,Free,48.8204188,2.3385286,36.0,fused
ON,1458116109,2016-03-16 09:15:09,256.0,MOBILE,Free,48.820562,2.3379873,40.5,fused
OFF-ON,1458116365,2016-03-16 09:19:25,240.0,MOBILE,Free,48.8323605,2.333386,51.0,fused
ON,1458116605,2016-03-16 09:23:25,175.0,MOBILE,Free,48.8326538,2.3380631,139.5,fused
OFF,1458116780,2016-03-16 09:26:20,50.0,NOT_CON,NO-INFO,48.8307413,2.352357,600.0,fused
ON,1458116830,2016-03-16 09:27:10,18.0,MOBILE,Free,48.8335949,2.3579429,1151.0,fused
OFF,1458116848,2016-03-16 09:27:28,31.0,NOT_CON,NO-INFO,48.8330233,2.3583371,1151.0,fused
ON,1458116879,2016-03-16 09:27:59,233.0,MOBILE,Free,48.8330393,2.3622723,145.962,fused
OFF,1458117112,2016-03-16 09:31:52,146.1619999408722,NOT_CON,NO-INFO,48.8395028,2.3776771,181.172,fused
ON,1458202781,2016-03-17 09:19:41,367.0,MOBILE,Free,0.0,0.0,0.0,NO_INFO
OFF-ON,1458203148,2016-03-17 09:25:48,362.0,MOBILE,Free,48.8320881,2.3324634,1000.0,fused
ON,1458203510,2016-03-17 09:31:50,181.0,MOBILE,Free,48.8315818,2.3410715,30.0,fused
OFF-ON,1458203691,2016-03-17 09:34:51,96.0,MOBILE,Free,48.8319759,2.3535125,1000.0,fused
ON,1458203787,2016-03-17 09:36:27,201.0,MOBILE,Free,48.8330309,2.3624863,33.0,fused
OFF-ON,1458203988,2016-03-17 09:39:48,59.0,MOBILE,Free,48.839746,2.3782293,324.693,fused
ON,1458204047,2016-03-17 09:40:47,52.0,MOBILE,Free,48.8389717,2.3853209,1098.0,fused
OFF,1458204099,2016-03-17 09:41:39,36.0,NOT_CON,NO-INFO,48.8389717,2.3853209,1098.0,fused
ON,1458204135,2016-03-17 09:42:15,33.026000022888184,MOBILE,Free,48.8390727,2.3890787,30.0,fused
OFF,1458290047,2016-03-18 09:34:07,0,NO_INFO,NO_INFO,0.0,0.0,0.0,NO_INFO
ON,1458290047,2016-03-18 09:34:07,351.0,MOBILE,Free,0.0,0.0,0.0,NO_INFO
OFF-ON,1458290398,2016-03-18 09:39:58,128.0,MOBILE,Free,48.8324515,2.3333562,176.989,fused
ON,1458290526,2016-03-18 09:42:06,2.0,MOBILE,Free,48.8347124,2.332356,1458.0,fused
OFF-ON,1458290528,2016-03-18 09:42:08,63.0,MOBILE,Free,48.8347124,2.332356,1458.0,fused
ON,1458290591,2016-03-18 09:43:11,57.0,MOBILE,Free,48.8347124,2.332356,1458.0,fused
OFF-ON,1458290648,2016-03-18 09:44:08,120.0,MOBILE,Free,48.8347124,2.332356,1458.0,fused
ON,1458290768,2016-03-18 09:46:08,105.0,MOBILE,Free,48.8301856,2.3453648,143.016,fused
OFF,1458290873,2016-03-18 09:47:53,92.0,NOT_CON,NO-INFO,48.8307484,2.3520065,600.0,fused
ON,1458290965,2016-03-18 09:49:25,224.0,MOBILE,Free,48.8341617,2.3575425,1301.0,fused
OFF-ON,1458291189,2016-03-18 09:53:09,116.0,MOBILE,Free,48.8394976,2.3776831,219.74,fused
ON,1458291305,2016-03-18 09:55:05,67.59800004959106,MOBILE,Free,48.8389291,2.3899255,113.952,fused
OFF,1458720933,2016-03-23 09:15:33,0,NO_INFO,NO_INFO,0.0,0.0,0.0,NO_INFO
ON,1458720933,2016-03-23 09:15:33,247.0,MOBILE,Free,0.0,0.0,0.0,NO_INFO
OFF-ON,1458721180,2016-03-23 09:19:40,233.0,MOBILE,Free,48.8342772,2.3329043,37.5,fused
ON,1458721413,2016-03-23 09:23:33,182.0,MOBILE,Free,48.8330946,2.3368596,36.0,fused
OFF,1458721595,2016-03-23 09:26:35,111.0,NOT_CON,NO-INFO,48.8319759,2.3535125,1000.0,fused
ON,1458721706,2016-03-23 09:28:26,220.0,MOBILE,Free,48.8319759,2.3535125,1000.0,fused
OFF,1458721926,2016-03-23 09:32:06,174.0,NOT_CON,NO-INFO,48.8394053,2.3773954,204.74,fused
ON,1458722100,2016-03-23 09:35:00,34.0,MOBILE,Free,48.8390041,2.3897051,8.0,fused
OFF-ON,1458722134,2016-03-23 09:35:34,21.07800006866455,MOBILE,Free,48.8390448,2.3889675,30.0,fused
ON,1458807450,2016-03-24 09:17:30,725.0,MOBILE,Free,0.0,0.0,0.0,NO_INFO
OFF,1458808175,2016-03-24 09:29:35,417.0,NOT_CON,NO-INFO,48.8315183,2.3337098,37.5,fused
ON,1458808592,2016-03-24 09:36:32,187.0,MOBILE,Free,48.8330934,2.3366549,42.0,fused
OFF-ON,1458808779,2016-03-24 09:39:39,134.0,MOBILE,Free,48.8307484,2.3520065,600.0,fused
ON,1458808913,2016-03-24 09:41:53,221.0,MOBILE,Free,48.8335207,2.3638648,75.0,fused
OFF-ON,1458809134,2016-03-24 09:45:34,118.0,MOBILE,Free,48.8403593,2.374228,500.0,fused
ON,1458809252,2016-03-24 09:47:32,4.0,MOBILE,Free,48.8390403,2.3895093,21.957,fused
OFF,1458809256,2016-03-24 09:47:36,5.010999917984009,NOT_CON,NO-INFO,48.8390261,2.389307,30.0,fused
ON,1459239146,2016-03-29 10:12:26,290.0,MOBILE,Free,0.0,0.0,0.0,NO_INFO
OFF-ON,1459239436,2016-03-29 10:17:16,17.0,MOBILE,Free,48.834278,2.3329041,37.5,fused
ON,1459239453,2016-03-29 10:17:33,25.0,MOBILE,Free,48.834278,2.3329041,37.5,fused
OFF,1459239478,2016-03-29 10:17:58,370.0,NOT_CON,NO-INFO,48.834278,2.3329041,37.5,fused
ON,1459239848,2016-03-29 10:24:08,180.0,MOBILE,Free,48.834278,2.3329041,37.5,fused
OFF,1459240028,2016-03-29 10:27:08,134.0,NOT_CON,NO-INFO,48.8316619,2.3534864,1000.0,fused
ON,1459240162,2016-03-29 10:29:22,251.0,MOBILE,Free,48.8316619,2.3534864,1000.0,fused
OFF,1459240413,2016-03-29 10:33:33,99.0,NOT_CON,NO-INFO,48.8403593,2.374228,500.0,fused
ON,1459240512,2016-03-29 10:35:12,53.90000009536743,MOBILE,Free,48.8391601,2.3890884,33.541,fused
OFF,1459935722,2016-04-06 11:42:02,0,NO_INFO,NO_INFO,0.0,0.0,0.0,NO_INFO
ON,1459935722,2016-04-06 11:42:02,30.0,MOBILE,Free,0.0,0.0,0.0,NO_INFO
OFF-ON,1459935752,2016-04-06 11:42:32,2.0,MOBILE,Free,48.8204139,2.3385129,30.0,fused
ON,1459935754,2016-04-06 11:42:34,214.0,MOBILE,Free,48.8204139,2.3385129,30.0,fused
